text,sentiment
"Sorry for the triple twitter post, was having trouble w/Stocktwits account. I try not to clutter up the Twittersphere!",neutral
hee hallo,neutral
zaaaa !,neutral
Thanks. Have a blessed day too,fear
Exactly! Silent treatment is a great torture method,neutral
I was there in spirit Jimmy. Glad it went well,enjoyment
about to go to acting school yayay,enjoyment
my 3yo just woke and groggily walked over to my office. Is now sleeping in my lap,neutral
Thanks. Feel so happy 2 Make Ur Day a Great one. Enjoy it 2 the fullest N Have Fun Always,enjoyment
"If anyone needs help with images, let me know and i will convo you the forum's link",enjoyment
SBS 2003 or SBS 2008! Damned if you do and damned if you don't! Fun times at GCH!,enjoyment
Is off to get some dinner,enjoyment
"Not paying attention at school, more distracted on browsing on Pokernews",neutral
"Heh, thanks for that adorable plug *cough* more info at: www.samstephens.com *cough* *cough*",enjoyment
hmm. Tough choice. You got some matches?,neutral
Today: Nothing but Efteling-fun !! Not too sure about that Python-rollercoaster-ride though,neutral
Arrrr better half made me brekkie in bed. Weather not 2 gud in Black Country 2day but we won't let it put the dampers on our planned bbq,fear
ahh that would rock,enjoyment
today Jon Doe plays at the Moho. ia m excited itÃ¯Â¿Â½s gonna be funny.. but before i have to carry all the equipment and do the backline,enjoyment
"(cont) a bastardized version of French? It's fun, believe me!",sadness
tired tired tired ! Freefest today,neutral
glad you like them,enjoyment
Rachmaninoff makes me a happy panda.,enjoyment
Second wind over - home time!,neutral
Sorta like my new sleep schedule. The nights off are quiet and I get creative or even me time. ahhh. My anti drug.,enjoyment
lets hope retirment is not cancelled for any reason,neutral
Its relaxing time..a movie and some treats,enjoyment
i can smack your head for you,enjoyment
still in love with marky mark,enjoyment
is having this massive headache! and all i want to do is eat some nachos..,fear
going to the beach today,neutral
pea plants!,neutral
"scared what I may think of myself 2 yrs later, looking at the pix",fear
"Twitter doesn't have photo support built in, but I welcome you to try my website to share the photos",neutral
had my first day at work and im not excited about the lay out of the place and where everything is.. o well its a job,sadness
watching Please Twins. gonna make some Iced Tea :-bd,enjoyment
you outta follow zipz for discounts and updates,enjoyment
awww shooks now im gon be all overprotective just incase you start cybercheatin on me lol,enjoyment
_Mean WHERE?,neutral
Well there's nothing to do but to keep swimming. You'll get there eventually,neutral
Ummm ... have you looked on your head?,neutral
Bom dia Rembrandt Impact Basin on Mercury -,neutral
Congratulations chap! Pass on our love to Claude,enjoyment
_g: I`ve been sneezing and felt like a train-wreck for the last two weeks myself. But it`s not piggystuff. So we`re good then.,neutral
Could get to do the honours?,neutral
DSi is the latest Nintendo DS with 2 cameras + stuff built in. We are a Gadget house. Luckily I get my blackberrys free from work,enjoyment
- When you'll come in Bulgaria??? You have a great fans here!,enjoyment
Thanks,neutral
"Wow.. Wow.. hope, i too get that sort of Guts in near future",enjoyment
yess... it's awesomee.. and u can follow ur love molly hahah.... now u can chat with us here!,enjoyment
Adobe After Effects and MS SQL Server...nice. would it be nicer if I just sleep?,neutral
is there ANYTHING good about our country?,neutral
The bag looks stylish. Congrats!,enjoyment
"Thanks to TweetStats, I confirmed what I long suspected: Twitter is keeping me up way too late!",fear
cant send the dream story on twitter. sending on bebo mail x,neutral
ohh I know her from church .. she got me into mcfly,fear
so I've organised a day of indulgence &amp; luxury for her. A pamper day fingers crossed she likes the surprise..,neutral
"Lookin for work via online, watchin ShayCarl's latest vlog entry on youtube and textin a lady friend. My beds calling my name though..",fear
can I get in on this?! 3 way call !!,fear
no wonder your running son....,neutral
Answering email questions for Art of Photography Show. Yes-I actually reply. Entry deadline May 22nd,neutral
????? . ??????? ??? and may the source be with you,neutral
well...gotta grab at least an hour and a half sleep before the girl's get up for school...gawd the life of multi-taskin' night/mornin',sadness
"Just been in that kind of mood, not reason at all. Lol, but I'll try not to be too mushy around you! I can behave!",enjoyment
Godawful hangover today. Worth it tho,neutral
wolverine was GREAT!!! a must see,enjoyment
congrats! You're the first person i've heard/read say that today,neutral
Gone have my ears on it when I am at home ..plenty of painting for you as well,enjoyment
_liden Thanks for the follow Tove!,enjoyment
_miacherry morning kik enjoy your breakfast,enjoyment
"Thanks Andrew! It hasn't yet been published, but looking forward to it",enjoyment
"any legal studies/law students out there twitter? would love a couple of references to cases inolving bias juries, jury nullification etc",neutral
no school today gd but dont get to see mates n millsy x,sadness
"I'm having elevated error rates... StreamKeys not found, and then connection problems. Server migration isn't easy, huh ?",fear
_Atticus Thank you,enjoyment
Remind me to get out &amp; take a pic of my blooming clematis before the wind storm tomorrow.,fear
"Vote Goal 10, help me win goal of the month",neutral
"by the way, it's INconvenient...",sadness
on my way home from school lol in my car and so tired!,enjoyment
awww well iff uu are il see uu in townn xx,enjoyment
gonna knit a felted heart toy for mum for Mothers Day. she's so great (not really) she loves anything i give her luv ya mummy,enjoyment
"done with the exams. oh my. such a nerve-wracking experience! passed it, though.",enjoyment
"I do my humble best Going on a works paintball day soon so that should fuel a few strips, no doubt",enjoyment
Sorry to disappoint. Not a big Nascar fan but I'm still an all-around decent redneck other than that.,sadness
Back to work today but I don't even mind.,fear
Yah! Feeling better and had a beaut day - Sophie razzing it at the skateboard park (at all of 3 yrs) and Charli happy at school,enjoyment
I'm on msn now,neutral
hehehe hello!!! how are you? good to see you on twitter!!,enjoyment
is tired on her friendster account.,sadness
*yaaaawwwwnnnn* thx to bank holiday... let's see what today has prepared for us...,enjoyment
"the old blue G4 is too slow to code on nowadays, I have a laptop I've borrowed from work ++ lets me lounge while I browse",neutral
THE best job in the world &amp; yes its in Australia,enjoyment
"Shopping, grandparents, dinner with the bf woop",enjoyment
New Project is going incredibly well! and I'm not tired today I think we should get all Monday's off. Permanently.,enjoyment
"Thanks to TweetStats, I confirmed what I long suspected: Twitter is keeping me up way too late! ht..",neutral
big shout out to all my home girls you know who you are,enjoyment
_bear i like you,enjoyment
"hahaha yes yes, of course i look after them when you and jack need alone time ;D",enjoyment
who wouldnt?,neutral
had to many weirdos on the other one,enjoyment
11 days till county raly i had 2 tak 3 from 14 it took me a while,enjoyment
Feeling considerably better after 13 hours sleep still not right though...,fear
well then take your sexy ass to sleep then foo. how as your weekend mami?,fear
_92 yeah im okayy lots been happening while you not been here !! anyone special at the moment ? xx,neutral
"Oki doki You too, laterrrs",neutral
Hello my lovely followers love and peace from my house lolz We just need the weather!,enjoyment
"haha that was good, slightly geeky but funny x",enjoyment
"If all goes according to plan, you CSE RFID guinea pigs should have a bitchin FF extension to play with by the end of this week",neutral
"english p1 done. i refuse to countdown, it makes me sad. off to shower and take a nap...",fear
"...living in my studio, sounds very important ;) oh Mildura is totally boring!! Mhhh...whatever! byeeee",neutral
i agree.,neutral
lying on the sofa chilling...don't intend on moving from it any time soon,neutral
"tweets are postcards, butless easily retrievable than archived email saved on my machine.",neutral
"I forget, are you in Edinburgh? Check out EdinburghAC.org.uk",neutral
"good. yeah i am fine thanks. just dreading history tomorrow, not in the mood for hyperactive 20 year olds lmao",fear
jip i have a good one,neutral
"Yogurting. Home from lady Mona's, on the fone w no song from Yoplait. Lookin forward to hrs w tmorrow &amp; rehearsals Gnight all!",enjoyment
"is so excited for this summer... Steve Winwood and Eric Clapton, Eagles of Death Metal, and ahhh the Dead Weather",enjoyment
*kiss kiss* stu deezy off to bed to have sweet dreams of you ma'am hehe xxoxo,enjoyment
apple fritters are like the perfect after food...don't you think?,neutral
no eggs today ... shame was looking forward to a egg and bacon sandwich,sadness
has just finished recording the improvisation for the second instrument in the latest podcast and is happy. nearly mixing time.,enjoyment
bank holiday today,neutral
"@_josh_thomas are you coming to sydney?! cool, where can i meet you? id love to meet you, you're my favourite comedian",enjoyment
another bank holiday out of the office,neutral
_archie Haha it's ok. Glad everything's good. Happy always! Woohoo!,enjoyment
You're welcome! How much longer until it's colored in?,enjoyment
does anyone know how to move google chrome passwords to firefox?,neutral
"is back at working auditing away, time to make the hard decisions and be happy",enjoyment
This is my mini collection of Star Wars figurines in the office. - what's this?,neutral
Next song to be axed by me Ombra mai fÃ¯Â¿Â½ -Ã¯Â¿Â½ Largo Ã¯Â¿Â½ HÃ¯Â¿Â½ndel,neutral
Back to office. A bit strange after a short hollidays. But my MBP is without dead px and re-vamped with 4gb of ram. Monday is a bit nicer,neutral
"houstatlantavegas, sooner than later, nov. 18th, a night off, successful . over and over for the last 2837 hours - heavennn",enjoyment
Right now on my Justin.tv channel: 10 weeks until my gf has a newborn www.justin.tv/kubbur?20,enjoyment
I have not been aquired... It's just a new oppertunity. Sorry if they don't support mac. I won't tell more,sadness
